model,phase,tp,batch_size,input_len,output_len,repeat_count,calls,logical_payload_bytes,ring_equivalent_bytes,ring_equivalent_rounds,unique_payload_sizes,min_payload_bytes,max_payload_bytes,ops_json,histogram_json,raw_ops_json,collective_families_json
qwen3-8b,prefill,2,4,2048,8,3,73,4898947072,4898947072.0,146,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,4,8192,8,3,73,19595788288,19595788288.0,146,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,8,128,8,3,73,612368384,612368384.0,146,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,8,512,8,3,73,2449473536,2449473536.0,146,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,8,2048,8,3,73,9797894144,9797894144.0,146,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,8,8192,8,3,73,39191576576,39191576576.0,146,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,16,128,8,3,73,1224736768,1224736768.0,146,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,16,512,8,3,73,4898947072,4898947072.0,146,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,16,2048,8,3,73,19595788288,19595788288.0,146,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,2,16,8192,8,3,73,78383153152,78383153152.0,146,1,1073741824,1073741824,"[""all_reduce""]","{""all_reduce:1073741824"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,1,128,8,3,73,76546048,114819072.0,438,1,1048576,1048576,"[""all_reduce""]","{""all_reduce:1048576"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,1,512,8,3,73,306184192,459276288.0,438,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,1,2048,8,3,73,1224736768,1837105152.0,438,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,1,8192,8,3,73,4898947072,7348420608.0,438,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,2,128,8,3,73,153092096,229638144.0,438,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,2,512,8,3,73,612368384,918552576.0,438,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,2,2048,8,3,73,2449473536,3674210304.0,438,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,2,8192,8,3,73,9797894144,14696841216.0,438,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,4,128,8,3,73,306184192,459276288.0,438,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,4,512,8,3,73,1224736768,1837105152.0,438,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,4,2048,8,3,73,4898947072,7348420608.0,438,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,4,8192,8,3,73,19595788288,29393682432.0,438,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,8,128,8,3,73,612368384,918552576.0,438,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,8,512,8,3,73,2449473536,3674210304.0,438,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,8,2048,8,3,73,9797894144,14696841216.0,438,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,8,8192,8,3,73,39191576576,58787364864.0,438,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,16,128,8,3,73,1224736768,1837105152.0,438,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,16,512,8,3,73,4898947072,7348420608.0,438,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,16,2048,8,3,73,19595788288,29393682432.0,438,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,4,16,8192,8,3,73,78383153152,117574729728.0,438,1,1073741824,1073741824,"[""all_reduce""]","{""all_reduce:1073741824"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,1,128,8,3,73,76546048,133955584.0,1022,1,1048576,1048576,"[""all_reduce""]","{""all_reduce:1048576"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,1,512,8,3,73,306184192,535822336.0,1022,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,1,2048,8,3,73,1224736768,2143289344.0,1022,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,1,8192,8,3,73,4898947072,8573157376.0,1022,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,2,128,8,3,73,153092096,267911168.0,1022,1,2097152,2097152,"[""all_reduce""]","{""all_reduce:2097152"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,2,512,8,3,73,612368384,1071644672.0,1022,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,2,2048,8,3,73,2449473536,4286578688.0,1022,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,2,8192,8,3,73,9797894144,17146314752.0,1022,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,4,128,8,3,73,306184192,535822336.0,1022,1,4194304,4194304,"[""all_reduce""]","{""all_reduce:4194304"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,4,512,8,3,73,1224736768,2143289344.0,1022,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,4,2048,8,3,73,4898947072,8573157376.0,1022,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,4,8192,8,3,73,19595788288,34292629504.0,1022,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,8,128,8,3,73,612368384,1071644672.0,1022,1,8388608,8388608,"[""all_reduce""]","{""all_reduce:8388608"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,8,512,8,3,73,2449473536,4286578688.0,1022,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,8,2048,8,3,73,9797894144,17146314752.0,1022,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,8,8192,8,3,73,39191576576,68585259008.0,1022,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,16,128,8,3,73,1224736768,2143289344.0,1022,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,16,512,8,3,73,4898947072,8573157376.0,1022,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,16,2048,8,3,73,19595788288,34292629504.0,1022,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":73}","[""all_reduce""]","[""all_reduce""]"
qwen3-8b,prefill,8,16,8192,8,3,73,78383153152,137170518016.0,1022,1,1073741824,1073741824,"[""all_reduce""]","{""all_reduce:1073741824"":73}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,128,32,3,1705,6983680,6983680.0,3410,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,128,128,3,6985,28610560,28610560.0,13970,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,128,512,3,28105,115118080,115118080.0,56210,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,2048,32,3,1705,6983680,6983680.0,3410,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,2048,128,3,6985,28610560,28610560.0,13970,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,2048,512,3,28105,115118080,115118080.0,56210,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,8192,32,3,1705,6983680,6983680.0,3410,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,8192,128,3,6985,28610560,28610560.0,13970,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,1,8192,512,3,28105,115118080,115118080.0,56210,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,128,32,3,1705,13967360,13967360.0,3410,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,128,128,3,6985,57221120,57221120.0,13970,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,128,512,3,28105,230236160,230236160.0,56210,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,2048,32,3,1705,13967360,13967360.0,3410,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,2048,128,3,6985,57221120,57221120.0,13970,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,2048,512,3,28105,230236160,230236160.0,56210,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,8192,32,3,1705,13967360,13967360.0,3410,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,8192,128,3,6985,57221120,57221120.0,13970,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,2,8192,512,3,28105,230236160,230236160.0,56210,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,128,32,3,1705,27934720,27934720.0,3410,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,128,128,3,6985,114442240,114442240.0,13970,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,128,512,3,28105,460472320,460472320.0,56210,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,2048,32,3,1705,27934720,27934720.0,3410,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,2048,128,3,6985,114442240,114442240.0,13970,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,2048,512,3,28105,460472320,460472320.0,56210,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,8192,32,3,1705,27934720,27934720.0,3410,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,8192,128,3,6985,114442240,114442240.0,13970,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,4,8192,512,3,28105,460472320,460472320.0,56210,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,128,32,3,1705,55869440,55869440.0,3410,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,128,128,3,6985,228884480,228884480.0,13970,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,128,512,3,28105,920944640,920944640.0,56210,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,2048,32,3,1705,55869440,55869440.0,3410,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,2048,128,3,6985,228884480,228884480.0,13970,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,2048,512,3,28105,920944640,920944640.0,56210,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,8192,32,3,1705,55869440,55869440.0,3410,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,8192,128,3,6985,228884480,228884480.0,13970,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,8,8192,512,3,28105,920944640,920944640.0,56210,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,128,32,3,1705,111738880,111738880.0,3410,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,128,128,3,6985,457768960,457768960.0,13970,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,128,512,3,28105,1841889280,1841889280.0,56210,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,2048,32,3,1705,111738880,111738880.0,3410,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,2048,128,3,6985,457768960,457768960.0,13970,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,2048,512,3,28105,1841889280,1841889280.0,56210,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,8192,32,3,1705,111738880,111738880.0,3410,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,8192,128,3,6985,457768960,457768960.0,13970,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,2,16,8192,512,3,28105,1841889280,1841889280.0,56210,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,128,32,3,1705,6983680,10475520.0,10230,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,128,128,3,6985,28610560,42915840.0,41910,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,128,512,3,28105,115118080,172677120.0,168630,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,2048,32,3,1705,6983680,10475520.0,10230,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,2048,128,3,6985,28610560,42915840.0,41910,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,2048,512,3,28105,115118080,172677120.0,168630,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,8192,32,3,1705,6983680,10475520.0,10230,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,8192,128,3,6985,28610560,42915840.0,41910,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,1,8192,512,3,28105,115118080,172677120.0,168630,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,128,32,3,1705,13967360,20951040.0,10230,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,128,128,3,6985,57221120,85831680.0,41910,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,128,512,3,28105,230236160,345354240.0,168630,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,2048,32,3,1705,13967360,20951040.0,10230,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,2048,128,3,6985,57221120,85831680.0,41910,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,2048,512,3,28105,230236160,345354240.0,168630,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,8192,32,3,1705,13967360,20951040.0,10230,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,8192,128,3,6985,57221120,85831680.0,41910,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,2,8192,512,3,28105,230236160,345354240.0,168630,1,8192,8192,"[""all_reduce""]","{""all_reduce:8192"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,128,32,3,1705,27934720,41902080.0,10230,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,128,128,3,6985,114442240,171663360.0,41910,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,128,512,3,28105,460472320,690708480.0,168630,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,2048,32,3,1705,27934720,41902080.0,10230,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,2048,128,3,6985,114442240,171663360.0,41910,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,2048,512,3,28105,460472320,690708480.0,168630,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,8192,32,3,1705,27934720,41902080.0,10230,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,8192,128,3,6985,114442240,171663360.0,41910,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,4,8192,512,3,28105,460472320,690708480.0,168630,1,16384,16384,"[""all_reduce""]","{""all_reduce:16384"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,128,32,3,1705,55869440,83804160.0,10230,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,128,128,3,6985,228884480,343326720.0,41910,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,128,512,3,28105,920944640,1381416960.0,168630,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,2048,32,3,1705,55869440,83804160.0,10230,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,2048,128,3,6985,228884480,343326720.0,41910,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,2048,512,3,28105,920944640,1381416960.0,168630,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,8192,32,3,1705,55869440,83804160.0,10230,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,8192,128,3,6985,228884480,343326720.0,41910,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,8,8192,512,3,28105,920944640,1381416960.0,168630,1,32768,32768,"[""all_reduce""]","{""all_reduce:32768"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,128,32,3,1705,111738880,167608320.0,10230,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,128,128,3,6985,457768960,686653440.0,41910,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,128,512,3,28105,1841889280,2762833920.0,168630,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,2048,32,3,1705,111738880,167608320.0,10230,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,2048,128,3,6985,457768960,686653440.0,41910,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,2048,512,3,28105,1841889280,2762833920.0,168630,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,8192,32,3,1705,111738880,167608320.0,10230,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,8192,128,3,6985,457768960,686653440.0,41910,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,4,16,8192,512,3,28105,1841889280,2762833920.0,168630,1,65536,65536,"[""all_reduce""]","{""all_reduce:65536"":28105}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,128,32,3,1705,6983680,12221440.0,23870,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":1705}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,128,128,3,6985,28610560,50068480.0,97790,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":6985}","[""all_reduce""]","[""all_reduce""]"
deepseek-v2-lite,decode,8,1,128,512,3,28105,115118080,201456640.0,393470,1,4096,4096,"[""all_reduce""]","{""all_reduce:4096"":28105}","[""all_reduce""]","[""all_reduce""]"
